TF	P.value	Cluster
Atf3(bZIP)	1e-148	1
Fosl2(bZIP)	1e-147	1
Fra2(bZIP)	1e-146	1
Fra1(bZIP)	1e-145	1
BATF(bZIP)	1e-141	1
JunB(bZIP)	1e-136	1
Jun-AP1(bZIP)	1e-135	1
AP-1(bZIP)	1e-126	1
Mef2b(MADS)	1e-109	1
Mef2c(MADS)	1e-76	1
Mef2a(MADS)	1e-69	1
Bach2(bZIP)	1e-50	1
Mef2d(MADS)	1e-45	1
Dlx3(Homeobox)	1e-41	1
Lhx2(Homeobox)	1e-38	1
LXH9(Homeobox)	1e-31	1
Lhx1(Homeobox)	1e-29	1
Nkx6.1(Homeobox)	1e-28	1
Lhx3(Homeobox)	1e-23	1
Isl1(Homeobox)	1e-21	1
Egr1(Zf)	1e-20	1
WT1(Zf)	1e-15	1
NF-E2(bZIP)	1e-15	1
MafK(bZIP)	1e-10	1
Nrf2(bZIP)	1e-09	1
BHLHA15(bHLH)	1e-09	1
Ap4(bHLH)	1e-08	1
Tcf21(bHLH)	1e-08	1
Tcf12(bHLH)	1e-07	1
MyoD(bHLH)	1e-07	1
Bach1(bZIP)	1e-07	1
Twist2(bHLH)	1e-07	1
Nanog(Homeobox)	1e-07	1
SCL(bHLH)	1e-07	1
TCF4(bHLH)	1e-07	1
CArG(MADS)	1e-06	1
ZBTB18(Zf)	1e-06	1
NeuroG2(bHLH)	1e-06	1
NFE2L2(bZIP)	1e-05	1
TATA-Box(TBP)	1e-05	1
Foxo1(Forkhead)	1e-05	1
Egr2(Zf)	1e-05	1
Myf5(bHLH)	1e-05	1
Znf263(Zf)	1e-05	1
Atoh1(bHLH)	1e-05	1
MyoG(bHLH)	1e-05	1
MafA(bZIP)	1e-04	1
Sp5(Zf)	1e-04	1
Ascl1(bHLH)	1e-04	1
Sox9(HMG)	1e-04	1
KLF14(Zf)	1e-04	1
MafB(bZIP)	1e-04	1
Atf2(bZIP)	1e-04	1
c-Jun-CRE(bZIP)	1e-04	1
Sox3(HMG)	0.001	1
ERG(ETS)	0.001	1
Atf7(bZIP)	0.001	1
Sox10(HMG)	0.001	1
Olig2(bHLH)	0.001	1
Eomes(T-box)	0.001	1
PRDM9(Zf)	0.001	1
JunD(bZIP)	0.001	1
Rbpj1(?)	0.01	1
NeuroD1(bHLH)	0.01	1
Sox2(HMG)	0.01	1
SF1(NR)	0.01	1
Sox4(HMG)	0.01	1
Sox6(HMG)	0.01	1
Twist(bHLH)	0.01	1
E2A(bHLH)	0.01	1
Ptf1a(bHLH)	0.01	1
ERRg(NR)	0.01	1
KLF6(Zf)	0.01	1
Fli1(ETS)	0.01	1
EKLF(Zf)	0.01	1
RBPJ:Ebox(?,bHLH)	0.01	1
Bcl6(Zf)	0.01	1
Sox15(HMG)	0.01	1
Ascl2(bHLH)	0.01	1
ETS1(ETS)	0.01	1
LXRE(NR),DR4	0.01	1
Sox9(HMG)	0	2
Sox10(HMG)	0	2
Sox3(HMG)	0	2
Sox4(HMG)	0	2
Sox15(HMG)	0	2
Sox2(HMG)	0	2
Sox6(HMG)	9.99999999998465e-313	2
LEF1(HMG)	1e-276	2
NF1-halfsite(CTF)	1e-272	2
NF1(CTF)	1e-264	2
Sox17(HMG)	1e-199	2
Tcf3(HMG)	1e-175	2
Tcf7(HMG)	1e-155	2
Tlx?(NR)	1e-115	2
PGR(NR)	1e-110	2
GRE(NR),IR3	1e-101	2
GRE(NR),IR3	1e-83	2
TCFL2(HMG)	1e-70	2
ARE(NR)	1e-58	2
Rbpj1(?)	1e-51	2
HIC1(Zf)	1e-50	2
PR(NR)	1e-48	2
Smad3(MAD)	1e-48	2
Ap4(bHLH)	1e-46	2
Tcf21(bHLH)	1e-36	2
Phox2a(Homeobox)	1e-32	2
AR-halfsite(NR)	1e-31	2
Phox2b(Homeobox)	1e-31	2
Atoh1(bHLH)	1e-30	2
Mef2d(MADS)	1e-29	2
FOXK1(Forkhead)	1e-28	2
RORa(NR)	1e-27	2
ZFX(Zf)	1e-27	2
RORg(NR)	1e-27	2
Tcf12(bHLH)	1e-27	2
MyoD(bHLH)	1e-27	2
Lhx2(Homeobox)	1e-26	2
STAT4(Stat)	1e-26	2
Zac1(Zf)	1e-26	2
RORgt(NR)	1e-25	2
RORgt(NR)	1e-25	2
PPARa(NR),DR1	1e-25	2
COUP-TFII(NR)	1e-25	2
Foxo1(Forkhead)	1e-25	2
PPARE(NR),DR1	1e-25	2
Lhx1(Homeobox)	1e-24	2
Prop1(Homeobox)	1e-24	2
Dlx3(Homeobox)	1e-23	2
RXR(NR),DR1	1e-23	2
FOXK2(Forkhead)	1e-21	2
MyoG(bHLH)	1e-21	2
EAR2(NR)	1e-21	2
ZNF711(Zf)	1e-21	2
LXH9(Homeobox)	1e-21	2
Mef2a(MADS)	1e-21	2
FOXP1(Forkhead)	1e-21	2
SCL(bHLH)	1e-20	2
ZNF416(Zf)	1e-20	2
COUP-TFII(NR)	1e-20	2
Foxo3(Forkhead)	1e-20	2
Hoxd10(Homeobox)	1e-19	2
Oct4:Sox17(POU,Homeobox,HMG)	1e-19	2
Lhx3(Homeobox)	1e-19	2
HNF4a(NR),DR1	1e-19	2
Nkx6.1(Homeobox)	1e-19	2
Hoxa10(Homeobox)	1e-18	2
BHLHA15(bHLH)	1e-18	2
Zfp281(Zf)	1e-18	2
NFIL3(bZIP)	1e-18	2
NeuroG2(bHLH)	1e-17	2
CEBP(bZIP)	1e-17	2
Myf5(bHLH)	1e-17	2
Mef2c(MADS)	1e-17	2
STAT6(Stat)	1e-16	2
Erra(NR)	1e-16	2
HLF(bZIP)	1e-16	2
WT1(Zf)	1e-15	2
Rfx6(HTH)	1e-15	2
CTCF(Zf)	1e-15	2
Maz(Zf)	1e-15	2
Bcl11a(Zf)	1e-15	2
STAT6(Stat)	1e-14	2
NeuroD1(bHLH)	1e-13	2
Pax7(Paired,Homeobox),long	1e-13	2
TR4(NR),DR1	1e-13	2
Mef2b(MADS)	1e-13	2
BORIS(Zf)	1e-12	2
Hoxd13(Homeobox)	1e-12	2
Fox:Ebox(Forkhead,bHLH)	1e-12	2
Sp5(Zf)	1e-12	2
Olig2(bHLH)	1e-11	2
Hoxa9(Homeobox)	1e-11	2
Stat3+il21(Stat)	1e-11	2
Hoxa13(Homeobox)	1e-11	2
Hoxd11(Homeobox)	1e-11	2
RARa(NR)	1e-11	2
Nanog(Homeobox)	1e-10	2
TCF4(bHLH)	1e-10	2
CHR(?)	1e-10	2
Usf2(bHLH)	1e-10	2
Foxa2(Forkhead)	1e-10	2
Twist2(bHLH)	1e-10	2
Nur77(NR)	1e-09	2
Stat3(Stat)	1e-09	2
Zfp809(Zf)	1e-09	2
Egr1(Zf)	1e-08	2
Hoxd12(Homeobox)	1e-08	2
Hnf6b(Homeobox)	1e-08	2
USF1(bHLH)	1e-08	2
ZNF322(Zf)	1e-08	2
Sp1(Zf)	1e-08	2
Rfx2(HTH)	1e-07	2
Foxf1(Forkhead)	1e-07	2
Atf3(bZIP)	1e-06	2
Fra1(bZIP)	1e-06	2
Bach1(bZIP)	1e-06	2
Hoxa11(Homeobox)	1e-06	2
BMYB(HTH)	1e-06	2
TFE3(bHLH)	1e-06	2
KLF14(Zf)	1e-06	2
IRF8(IRF)	1e-06	2
ERRg(NR)	1e-06	2
FoxL2(Forkhead)	1e-06	2
LXRE(NR),DR4	1e-06	2
X-box(HTH)	1e-06	2
Zic3(Zf)	1e-06	2
FXR(NR),IR1	1e-05	2
AP-1(bZIP)	1e-05	2
Tcfcp2l1(CP2)	1e-05	2
Rfx1(HTH)	1e-05	2
STAT5(Stat)	1e-05	2
IRF2(IRF)	1e-05	2
JunB(bZIP)	1e-05	2
RFX(HTH)	1e-05	2
Isl1(Homeobox)	1e-05	2
PU.1:IRF8(ETS:IRF)	1e-05	2
ZNF467(Zf)	1e-05	2
Pdx1(Homeobox)	1e-05	2
Bach2(bZIP)	1e-05	2
MYNN(Zf)	1e-04	2
Esrrb(NR)	1e-04	2
THRa(NR)	1e-04	2
Unknown-ESC-element(?)	1e-04	2
Atf4(bZIP)	1e-04	2
E-box(bHLH)	1e-04	2
Ascl1(bHLH)	1e-04	2
RAR:RXR(NR),DR5	1e-04	2
MITF(bHLH)	1e-04	2
Smad4(MAD)	1e-04	2
BATF(bZIP)	1e-04	2
THRb(NR)	1e-04	2
ZNF189(Zf)	1e-04	2
MYB(HTH)	1e-04	2
NF-E2(bZIP)	1e-04	2
IRF1(IRF)	1e-04	2
Smad2(MAD)	0.001	2
Pax8(Paired,Homeobox)	0.001	2
EBF1(EBF)	0.001	2
AMYB(HTH)	0.001	2
THRb(NR)	0.001	2
NF1:FOXA1(CTF,Forkhead)	0.001	2
OCT:OCT-short(POU,Homeobox)	0.001	2
CArG(MADS)	0.001	2
Hoxb4(Homeobox)	0.001	2
Fra2(bZIP)	0.001	2
Foxh1(Forkhead)	0.001	2
Nrf2(bZIP)	0.001	2
bHLHE40(bHLH)	0.001	2
Tbr1(T-box)	0.001	2
ISRE(IRF)	0.001	2
NFAT(RHD)	0.001	2
AP-2gamma(AP2)	0.001	2
ZBTB18(Zf)	0.001	2
HNF6(Homeobox)	0.001	2
CEBP:AP1(bZIP)	0.001	2
OCT:OCT(POU,Homeobox,IR1)	0.01	2
Klf9(Zf)	0.01	2
IRF3(IRF)	0.01	2
Brn2(POU,Homeobox)	0.01	2
EBF2(EBF)	0.01	2
Atf2(bZIP)	0.01	2
AP-2alpha(AP2)	0.01	2
RBPJ:Ebox(?,bHLH)	0.01	2
c-Jun-CRE(bZIP)	0.01	2
Srebp1a(bHLH)	0.01	2
ZSCAN22(Zf)	0.01	2
EBF(EBF)	0.01	2
ZNF675(Zf)	0.01	2
DMRT1(DM)	0.01	2
Chop(bZIP)	0.01	2
Gfi1b(Zf)	0.01	2
IRF4(IRF)	0.01	2
DMRT6(DM)	0.01	2
RUNX-AML(Runt)	0.01	2
Hand2(bHLH)	0.01	2
ETS:E-box(ETS,bHLH)	0.01	2
Sp2(Zf)	0.01	2
Pit1+1bp(Homeobox)	0.01	2
TEAD4(TEA)	0.01	2
Reverb(NR),DR2	0.01	2
Atf7(bZIP)	0.01	2
E2F3(E2F)	0.01	2
ZNF768(Zf)	0.01	2
Nkx2.5(Homeobox)	0.01	2
NF1-halfsite(CTF)	0	3
Lhx1(Homeobox)	0	3
Lhx2(Homeobox)	0	3
LXH9(Homeobox)	9.99988867182683e-320	3
NF1(CTF)	1e-304	3
Lhx3(Homeobox)	1e-295	3
Nkx6.1(Homeobox)	1e-211	3
Dlx3(Homeobox)	1e-201	3
Tlx?(NR)	1e-167	3
Isl1(Homeobox)	1e-148	3
RORgt(NR)	1e-136	3
RORgt(NR)	1e-136	3
Sox3(HMG)	1e-131	3
Sox10(HMG)	1e-125	3
HIC1(Zf)	1e-121	3
Rfx2(HTH)	1e-119	3
RORg(NR)	1e-115	3
RFX(HTH)	1e-112	3
Rfx1(HTH)	1e-111	3
Sox9(HMG)	1e-110	3
Oct6(POU,Homeobox)	1e-108	3
Rfx6(HTH)	1e-107	3
RORa(NR)	1e-107	3
Brn1(POU,Homeobox)	1e-94	3
X-box(HTH)	1e-91	3
Sox4(HMG)	1e-91	3
Sox2(HMG)	1e-86	3
GRE(NR),IR3	1e-80	3
GRE(NR),IR3	1e-78	3
Nanog(Homeobox)	1e-78	3
Sox15(HMG)	1e-72	3
Sox6(HMG)	1e-71	3
OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)	1e-67	3
PGR(NR)	1e-64	3
Rfx5(HTH)	1e-62	3
ARE(NR)	1e-55	3
Oct4(POU,Homeobox)	1e-47	3
Rbpj1(?)	1e-42	3
STAT4(Stat)	1e-41	3
Sox17(HMG)	1e-39	3
Stat3+il21(Stat)	1e-36	3
Smad3(MAD)	1e-33	3
AR-halfsite(NR)	1e-32	3
ZNF416(Zf)	1e-31	3
Oct11(POU,Homeobox)	1e-29	3
PR(NR)	1e-27	3
Hoxd13(Homeobox)	1e-23	3
ZNF711(Zf)	1e-22	3
Hoxa9(Homeobox)	1e-21	3
Brn2(POU,Homeobox)	1e-21	3
OCT:OCT(POU,Homeobox)	1e-21	3
Unknown(Homeobox)	1e-20	3
Hoxa10(Homeobox)	1e-19	3
Oct2(POU,Homeobox)	1e-18	3
ZFX(Zf)	1e-18	3
Barx1(Homeobox)	1e-18	3
Stat3(Stat)	1e-17	3
Zic3(Zf)	1e-16	3
Foxo1(Forkhead)	1e-16	3
STAT6(Stat)	1e-15	3
Prop1(Homeobox)	1e-15	3
EBF1(EBF)	1e-15	3
OCT:OCT(POU,Homeobox,IR1)	1e-15	3
STAT6(Stat)	1e-15	3
Hoxd11(Homeobox)	1e-14	3
Zac1(Zf)	1e-14	3
Zic(Zf)	1e-14	3
NFAT(RHD)	1e-14	3
BMYB(HTH)	1e-14	3
Hoxd10(Homeobox)	1e-14	3
PAX6(Paired,Homeobox)	1e-13	3
Tcfcp2l1(CP2)	1e-13	3
Phox2a(Homeobox)	1e-12	3
STAT5(Stat)	1e-12	3
Phox2b(Homeobox)	1e-12	3
AMYB(HTH)	1e-12	3
Pit1+1bp(Homeobox)	1e-12	3
Hoxa13(Homeobox)	1e-12	3
FOXK2(Forkhead)	1e-11	3
Zfp281(Zf)	1e-11	3
Unknown-ESC-element(?)	1e-10	3
EBF2(EBF)	1e-10	3
Bcl11a(Zf)	1e-10	3
Fox:Ebox(Forkhead,bHLH)	1e-10	3
SCL(bHLH)	1e-10	3
CHR(?)	1e-10	3
CTCF(Zf)	1e-10	3
CEBP(bZIP)	1e-10	3
OCT:OCT-short(POU,Homeobox)	1e-10	3
MYB(HTH)	1e-10	3
Pdx1(Homeobox)	1e-09	3
Pax8(Paired,Homeobox)	1e-09	3
NFY(CCAAT)	1e-09	3
ZNF675(Zf)	1e-09	3
STAT1(Stat)	1e-09	3
ZNF322(Zf)	1e-09	3
NF1:FOXA1(CTF,Forkhead)	1e-09	3
THRa(NR)	1e-09	3
HLF(bZIP)	1e-08	3
TEAD4(TEA)	1e-08	3
LXRE(NR),DR4	1e-08	3
TEAD1(TEAD)	1e-07	3
NFIL3(bZIP)	1e-07	3
Zfp809(Zf)	1e-07	3
ZNF7(Zf)	1e-07	3
Mef2a(MADS)	1e-07	3
Ap4(bHLH)	1e-07	3
Usf2(bHLH)	1e-07	3
Hnf6b(Homeobox)	1e-06	3
Hoxd12(Homeobox)	1e-06	3
PAX3:FKHR-fusion(Paired,Homeobox)	1e-06	3
Foxa2(Forkhead)	1e-06	3
THRb(NR)	1e-05	3
Foxh1(Forkhead)	1e-05	3
Pax7(Paired,Homeobox)	1e-05	3
EBF(EBF)	1e-05	3
Foxo3(Forkhead)	1e-05	3
TEAD3(TEA)	1e-05	3
ERE(NR),IR3	1e-05	3
Hoxb4(Homeobox)	1e-05	3
CArG(MADS)	1e-05	3
TEAD(TEA)	1e-05	3
NF-E2(bZIP)	1e-05	3
Pit1(Homeobox)	1e-05	3
FOXP1(Forkhead)	1e-05	3
Nrf2(bZIP)	1e-04	3
Bapx1(Homeobox)	1e-04	3
PAX5(Paired,Homeobox)	1e-04	3
MafA(bZIP)	1e-04	3
Mef2b(MADS)	1e-04	3
BORIS(Zf)	1e-04	3
IRF4(IRF)	1e-04	3
ZNF264(Zf)	1e-04	3
Hoxa11(Homeobox)	1e-04	3
IRF2(IRF)	1e-04	3
IRF:BATF(IRF:bZIP)	1e-04	3
WT1(Zf)	0.001	3
IRF8(IRF)	0.001	3
FOXK1(Forkhead)	0.001	3
IRF1(IRF)	0.001	3
Pknox1(Homeobox)	0.001	3
GLIS3(Zf)	0.001	3
CEBP:AP1(bZIP)	0.001	3
bZIP:IRF(bZIP,IRF)	0.001	3
PRDM1(Zf)	0.001	3
ERG(ETS)	0.001	3
TEAD2(TEA)	0.001	3
Nkx3.1(Homeobox)	0.001	3
Ets1-distal(ETS)	0.001	3
Tbr1(T-box)	0.001	3
TFE3(bHLH)	0.001	3
USF1(bHLH)	0.001	3
DUX4(Homeobox)	0.001	3
Oct4:Sox17(POU,Homeobox,HMG)	0.01	3
HRE(HSF)	0.01	3
DUX(Homeobox)	0.01	3
Bcl6(Zf)	0.01	3
Pax7(Paired,Homeobox),longest	0.01	3
NFAT:AP1(RHD,bZIP)	0.01	3
p73(p53)	0.01	3
NFkB-p65(RHD)	0.01	3
FXR(NR),IR1	0.01	3
Tcf21(bHLH)	0.01	3
HRE(HSF)	0.01	3
p53(p53)	0.01	3
Mef2d(MADS)	0.01	3
E-box(bHLH)	0.01	3
Bach1(bZIP)	0.01	3
MyoD(bHLH)	0.01	3
AP-2gamma(AP2)	0.01	3
Pax7(Paired,Homeobox),long	0.01	3
Duxbl(Homeobox)	0.01	3
Nkx2.5(Homeobox)	0.01	3
Pbx3(Homeobox)	0.01	3
EWS:ERG-fusion(ETS)	0.01	3
NF1(CTF)	1e-168	4
NF1-halfsite(CTF)	1e-118	4
Tlx?(NR)	1e-75	4
Dlx3(Homeobox)	1e-69	4
Lhx2(Homeobox)	1e-52	4
LXH9(Homeobox)	1e-43	4
Nkx6.1(Homeobox)	1e-38	4
HIC1(Zf)	1e-36	4
Lhx1(Homeobox)	1e-32	4
Sox2(HMG)	1e-29	4
Sox3(HMG)	1e-29	4
Lhx3(Homeobox)	1e-29	4
Sox10(HMG)	1e-25	4
Sox17(HMG)	1e-24	4
Mef2d(MADS)	1e-22	4
Sox15(HMG)	1e-21	4
RORg(NR)	1e-21	4
Sox4(HMG)	1e-21	4
Sox6(HMG)	1e-20	4
RORa(NR)	1e-19	4
NFIL3(bZIP)	1e-18	4
Mef2b(MADS)	1e-18	4
Mef2a(MADS)	1e-16	4
Isl1(Homeobox)	1e-14	4
RORgt(NR)	1e-13	4
RORgt(NR)	1e-13	4
HLF(bZIP)	1e-13	4
Mef2c(MADS)	1e-12	4
STAT4(Stat)	1e-10	4
Rfx6(HTH)	1e-09	4
Sox9(HMG)	1e-09	4
Usf2(bHLH)	1e-08	4
Stat3+il21(Stat)	1e-07	4
Nanog(Homeobox)	1e-07	4
USF1(bHLH)	1e-07	4
AR-halfsite(NR)	1e-07	4
Stat3(Stat)	1e-06	4
ZNF416(Zf)	1e-05	4
Tbx5(T-box)	1e-05	4
LEF1(HMG)	1e-05	4
MITF(bHLH)	1e-05	4
Smad3(MAD)	1e-04	4
Pax8(Paired,Homeobox)	1e-04	4
CLOCK(bHLH)	1e-04	4
Unknown(Homeobox)	1e-04	4
Tbx6(T-box)	1e-04	4
X-box(HTH)	1e-04	4
Rbpj1(?)	0.001	4
Rfx2(HTH)	0.001	4
RFX(HTH)	0.001	4
Fra1(bZIP)	0.001	4
Tgif2(Homeobox)	0.001	4
c-Myc(bHLH)	0.001	4
ZNF189(Zf)	0.001	4
CEBP(bZIP)	0.001	4
TATA-Box(TBP)	0.01	4
Tbr1(T-box)	0.01	4
bHLHE41(bHLH)	0.01	4
STAT5(Stat)	0.01	4
Znf263(Zf)	0.01	4
PGR(NR)	0.01	4
Tcf7(HMG)	0.01	4
HEB(bHLH)	0.01	4
GATA3(Zf)	0.01	4
bHLHE40(bHLH)	0.01	4
BATF(bZIP)	0.01	4
Eomes(T-box)	0.01	4
STAT6(Stat)	0.01	4
TFE3(bHLH)	0.01	4
Barx1(Homeobox)	0.01	4
ZNF322(Zf)	0.01	4
Atf1(bZIP)	0.01	4
STAT6(Stat)	0.01	4
Hoxd13(Homeobox)	0.01	4
AP-1(bZIP)	0.01	4
Gata1(Zf)	0.01	4
SCL(bHLH)	0.01	4
Tbet(T-box)	0.01	4
NPAS2(bHLH)	0.01	4
E-box(bHLH)	0.01	4
Sox10(HMG)	0	5
Sox3(HMG)	0	5
Sox2(HMG)	0	5
Sox15(HMG)	0	5
Sox6(HMG)	0	5
Sox4(HMG)	0	5
Sox9(HMG)	0	5
Sox17(HMG)	0	5
NF1(CTF)	1e-122	5
Ap4(bHLH)	1e-120	5
Tcf21(bHLH)	1e-116	5
NF1-halfsite(CTF)	1e-98	5
BHLHA15(bHLH)	1e-89	5
Tcf12(bHLH)	1e-88	5
Twist2(bHLH)	1e-84	5
Atoh1(bHLH)	1e-79	5
MyoG(bHLH)	1e-78	5
MyoD(bHLH)	1e-73	5
NeuroG2(bHLH)	1e-72	5
Myf5(bHLH)	1e-70	5
c-Jun-CRE(bZIP)	1e-65	5
TCF4(bHLH)	1e-64	5
Atf2(bZIP)	1e-63	5
Atf7(bZIP)	1e-61	5
SCL(bHLH)	1e-56	5
Ascl1(bHLH)	1e-54	5
NeuroD1(bHLH)	1e-47	5
Oct4:Sox17(POU,Homeobox,HMG)	1e-47	5
HIC1(Zf)	1e-46	5
Tlx?(NR)	1e-43	5
Atf1(bZIP)	1e-38	5
AR-halfsite(NR)	1e-37	5
FOXK1(Forkhead)	1e-37	5
GRE(NR),IR3	1e-36	5
Usf2(bHLH)	1e-34	5
PGR(NR)	1e-34	5
MITF(bHLH)	1e-34	5
Olig2(bHLH)	1e-31	5
ZBTB18(Zf)	1e-31	5
JunD(bZIP)	1e-29	5
Zfp281(Zf)	1e-27	5
Ascl2(bHLH)	1e-26	5
Foxo3(Forkhead)	1e-26	5
Ptf1a(bHLH)	1e-25	5
Tgif1(Homeobox)	1e-24	5
Tgif2(Homeobox)	1e-24	5
LEF1(HMG)	1e-24	5
USF1(bHLH)	1e-23	5
GRE(NR),IR3	1e-22	5
FOXK2(Forkhead)	1e-22	5
FOXP1(Forkhead)	1e-21	5
CTCF(Zf)	1e-21	5
NFIL3(bZIP)	1e-21	5
Maz(Zf)	1e-21	5
PR(NR)	1e-21	5
Foxo1(Forkhead)	1e-20	5
HEB(bHLH)	1e-20	5
TFE3(bHLH)	1e-19	5
ARE(NR)	1e-19	5
Foxa2(Forkhead)	1e-18	5
Foxf1(Forkhead)	1e-18	5
E2A(bHLH)	1e-17	5
Fra1(bZIP)	1e-17	5
OCT:OCT-short(POU,Homeobox)	1e-16	5
Fox:Ebox(Forkhead,bHLH)	1e-16	5
Atf3(bZIP)	1e-16	5
BORIS(Zf)	1e-16	5
Nanog(Homeobox)	1e-15	5
Smad3(MAD)	1e-15	5
CLOCK(bHLH)	1e-15	5
AP-1(bZIP)	1e-14	5
Hoxd10(Homeobox)	1e-14	5
E-box(bHLH)	1e-13	5
HLF(bZIP)	1e-13	5
FOXA1(Forkhead)	1e-13	5
Fra2(bZIP)	1e-13	5
JunB(bZIP)	1e-13	5
Sp5(Zf)	1e-13	5
Tcf7(HMG)	1e-12	5
ZFX(Zf)	1e-12	5
Brn2(POU,Homeobox)	1e-12	5
ZNF711(Zf)	1e-12	5
Hoxa10(Homeobox)	1e-11	5
FoxL2(Forkhead)	1e-11	5
KLF14(Zf)	1e-11	5
Fosl2(bZIP)	1e-11	5
Brn1(POU,Homeobox)	1e-11	5
BATF(bZIP)	1e-10	5
OCT:OCT(POU,Homeobox,IR1)	1e-10	5
FOXA1(Forkhead)	1e-09	5
FOXM1(Forkhead)	1e-09	5
OCT4-SOX2-TCF-NANOG(POU,Homeobox,HMG)	1e-09	5
Oct11(POU,Homeobox)	1e-09	5
Jun-AP1(bZIP)	1e-09	5
ZNF467(Zf)	1e-09	5
Zac1(Zf)	1e-09	5
Bcl11a(Zf)	1e-08	5
ZNF675(Zf)	1e-08	5
Oct6(POU,Homeobox)	1e-08	5
Bach2(bZIP)	1e-08	5
Oct4(POU,Homeobox)	1e-07	5
CRE(bZIP)	1e-07	5
bHLHE40(bHLH)	1e-07	5
Chop(bZIP)	1e-07	5
FoxD3(forkhead)	1e-07	5
Atf4(bZIP)	1e-07	5
Mef2a(MADS)	1e-06	5
Nkx6.1(Homeobox)	1e-06	5
Foxh1(Forkhead)	1e-06	5
Foxa3(Forkhead)	1e-06	5
Meis1(Homeobox)	1e-06	5
Hoxd12(Homeobox)	1e-06	5
Mef2b(MADS)	1e-06	5
Unknown-ESC-element(?)	1e-06	5
WT1(Zf)	1e-06	5
Lhx2(Homeobox)	1e-06	5
c-Myc(bHLH)	1e-05	5
Zic3(Zf)	1e-05	5
Pdx1(Homeobox)	1e-05	5
Mef2d(MADS)	1e-05	5
ZNF322(Zf)	1e-05	5
CEBP(bZIP)	1e-05	5
LXH9(Homeobox)	1e-05	5
Pit1+1bp(Homeobox)	1e-05	5
Hoxa13(Homeobox)	1e-05	5
Sp1(Zf)	1e-05	5
ZNF416(Zf)	1e-05	5
Sp2(Zf)	1e-04	5
Barx1(Homeobox)	1e-04	5
Hoxb4(Homeobox)	1e-04	5
NFAT(RHD)	1e-04	5
RUNX-AML(Runt)	1e-04	5
CUX1(Homeobox)	1e-04	5
Mef2c(MADS)	1e-04	5
Lhx1(Homeobox)	1e-04	5
Rfx6(HTH)	1e-04	5
Rfx2(HTH)	1e-04	5
NF1:FOXA1(CTF,Forkhead)	1e-04	5
Hoxd11(Homeobox)	0.001	5
Hoxa9(Homeobox)	0.001	5
OCT:OCT(POU,Homeobox)	0.001	5
Lhx3(Homeobox)	0.001	5
RFX(HTH)	0.001	5
Zfp809(Zf)	0.001	5
BMYB(HTH)	0.001	5
EBF(EBF)	0.001	5
DMRT1(DM)	0.001	5
Hoxa11(Homeobox)	0.001	5
Dlx3(Homeobox)	0.001	5
ZNF7(Zf)	0.001	5
NF-E2(bZIP)	0.01	5
Srebp1a(bHLH)	0.01	5
HOXA1(Homeobox)	0.01	5
Oct2(POU,Homeobox)	0.01	5
CEBP:AP1(bZIP)	0.01	5
ZNF136(Zf)	0.01	5
Tcfcp2l1(CP2)	0.01	5
PAX5(Paired,Homeobox),condensed	0.01	5
Bach1(bZIP)	0.01	5
ZNF341(Zf)	0.01	5
MYNN(Zf)	0.01	5
Rfx1(HTH)	0.01	5
Phox2b(Homeobox)	0.01	5
X-box(HTH)	0.01	5
AMYB(HTH)	0.01	5
LXRE(NR),DR4	0.01	5
Hoxd13(Homeobox)	0.01	5
Cux2(Homeobox)	0.01	5
Hnf6b(Homeobox)	0.01	5
Srebp2(bHLH)	0.01	5
PU.1(ETS)	0	6
Elf4(ETS)	0	6
SpiB(ETS)	0	6
ELF5(ETS)	0	6
ETS1(ETS)	0	6
Etv2(ETS)	0	6
EHF(ETS)	0	6
ELF3(ETS)	0	6
ETV1(ETS)	0	6
ERG(ETS)	0	6
Fli1(ETS)	0	6
GABPA(ETS)	0	6
IRF8(IRF)	0	6
ETV4(ETS)	0	6
Ets1-distal(ETS)	0	6
PU.1:IRF8(ETS:IRF)	0	6
EWS:ERG-fusion(ETS)	0	6
PU.1-IRF(ETS:IRF)	0	6
ELF1(ETS)	0	6
IRF3(IRF)	0	6
ETS(ETS)	0	6
EWS:FLI1-fusion(ETS)	0	6
Elk1(ETS)	9.99999999999997e-311	6
IRF1(IRF)	1e-286	6
SPDEF(ETS)	1e-279	6
Elk4(ETS)	1e-253	6
IRF2(IRF)	1e-213	6
ETS:RUNX(ETS,Runt)	1e-179	6
CEBP(bZIP)	1e-135	6
Mef2c(MADS)	1e-130	6
IRF4(IRF)	1e-125	6
Mef2b(MADS)	1e-122	6
ISRE(IRF)	1e-118	6
MafA(bZIP)	1e-113	6
Mef2d(MADS)	1e-113	6
Mef2a(MADS)	1e-105	6
RUNX1(Runt)	1e-87	6
NFIL3(bZIP)	1e-85	6
Foxo1(Forkhead)	1e-85	6
MITF(bHLH)	1e-83	6
RUNX(Runt)	1e-83	6
MafB(bZIP)	1e-79	6
Usf2(bHLH)	1e-79	6
HLF(bZIP)	1e-76	6
PRDM1(Zf)	1e-70	6
USF1(bHLH)	1e-69	6
RUNX-AML(Runt)	1e-67	6
RUNX2(Runt)	1e-62	6
MafF(bZIP)	1e-62	6
CEBP:AP1(bZIP)	1e-60	6
Bach2(bZIP)	1e-59	6
MafK(bZIP)	1e-59	6
